AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date,Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
Nippon Life India Asset Management Limited,118702,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01G03
Nippon Life India Asset Management Limited,118709,Nippon India Low Duration Fund,Open Ended,Debt Scheme - Low Duration Fund,Nippon India Low Duration Fund - Direct Plan Growth Plan - Growth Option,Rs. 500 and in multiples of Re. 1 thereafter.,15-Mar-2007,20-Mar-2007,INF204K01ZU3
Taurus Asset Management Company Limited,118876,Taurus Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Taurus Ethical Fund - Direct Plan - Growth,Rs. 500 and in multiples of Re 1 thereafter,19-Feb-2009,20-Mar-2009,INF044D01CJ0
Aditya Birla Sun Life AMC Limited,119539,Aditya Birla Sun Life Medium Term Plan - No. of Segregated Portfolio - 1,Open Ended,Debt Scheme - Medium Duration Fund,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,Minimum 5000/- and in multiples of 1 thereafter,23-Mar-2009,25-Mar-2009,INF209K01XA9
Edelweiss Asset Management Limited,118617,Edelweiss Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Edelweiss Large Cap Fund - Direct Plan-Growth option,Rs 1000/- & multiples of Re.1/- thereafter,04-May-2009,08-May-2009,INF754K01BW4
ICICI Prudential Asset Management Company Limited,120722,ICICI Prudential Focused Equity Fund,Open Ended,Equity Scheme - Focused Fund,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,Rs. 5000/- (plus in multiple of Re. 1/-),15-Apr-2009,14-May-2009,INF109K018N2
Canara Robeco Asset Management Company Limited,118284,Canara Robeco Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,Regular Plan-Rs.5000,04-May-2009,20-May-2009,INF760K01EC7
ICICI Prudential Asset Management Company Limited,120692,ICICI Prudential Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,15000 Reg 5Cr Premium 200Cr SuperPre,10-Jun-2009,,INF109K016B1
ICICI Prudential Asset Management Company Limited,120582,ICICI Prudential Dynamic Bond Fund,Open Ended,Income,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,15000,11-Jun-2009,12-Jun-2009,INF109K017K0
Edelweiss Asset Management Limited,118624,Edelweiss Aggressive Hybrid Fund,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Edelweiss Aggressive Hybrid Fund-Direct Plan-Growth Option,Rs 1000/- & in multiples of Re.1/- thereafter,08-Jun-2009,10-Jun-2009,INF754K01CE0
Sahara Asset Management Company Private Limited,120382,Sahara Super 20 Fund,Open Ended,Growth,Sahara Super 20 Fund - Growth - Direct,5000,25-Jun-2009,23-Jul-2009,INF515L01AR9
Quantum Asset Management Company Private Limited,112039,Quantum Equity Fund of Funds,Open Ended,Other Scheme - FoF Domestic,Quantum Equity Fund of Funds - Direct Plan Growth Option,Rs. 5000 and in multiples of Re. 1 thereafter,26-Jun-2009,13-Jul-2009,INF082J01093
Aditya Birla Sun Life AMC Limited,119526,ADITYA BIRLA SUN LIFE ARBITRAGE FUND,Open Ended,Hybrid Scheme - Arbitrage Fund,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,Minimum 5000/- and in multiples of 1 thereafter,14-Jul-2009,20-Jul-2009,INF209K01VP1
Kotak Mahindra Asset Management Company Limited.,120166,Kotak Flexicap Fund,Open Ended,Equity Scheme - Flexi Cap Fund,Kotak Flexicap Fund - Growth - Direct,5000,22-Jul-2009,20-Aug-2009,INF174K01LS2
Franklin Templeton Asset Management (India) Private Limited,118557,Franklin Build India Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Franklin Build India Fund - Direct - Growth,5000,10-Jul-2009,,INF090I01JF5
Invesco Asset Management (India) Private Limited,120392,Invesco India Largecap Fund,Open Ended,Equity Scheme - Large Cap Fund,Invesco India Largecap Fund - Direct Plan - Growth,Rs. 5000/- and in multiples of Re.1/- thereafter.,10-Jul-2009,31-Jul-2009,INF205K01LB0
Sahara Asset Management Company Private Limited,120386,Sahara Star Value Fund,Open Ended,Growth,Sahara Star Value Fund-Growth - Direct,5000,30-Jul-2009,28-Aug-2009,INF515L01AU3
Edelweiss Asset Management Limited,118615,Edelweiss Balanced Advantage Fund,Open Ended,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,Rs.1000/-& in multiples of Re.1/- thereafter,03-Aug-2009,07-Aug-2009,INF754K01BS2
Invesco Asset Management (India) Private Limited,120507,Invesco India Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Invesco India Money Market Fund - Direct Plan - Growth,Rs. 5000/-,14-Aug-2009,,INF205K01RY9
DSP Asset Managers Private Limited,119275,DSP Global Clean Energy Fund of Fund,Open Ended,Other Scheme - FoF Overseas,DSP Global Clean Energy Fund of Fund - Direct Plan - Growth,Rs. 1000/- & any amount thereafter,10-Jul-2009,31-Jul-2009,INF740K01PC5
Canara Robeco Asset Management Company Limited,118273,Canara Robeco Consumer Trends Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION,Rs. 5000.00 and in multiples,20-Jul-2009,18-Aug-2009,INF760K01DU1
Invesco Asset Management (India) Private Limited,120395,Invesco India PSU Equity Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Invesco India PSU Equity Fund - Direct Plan - Growth,Rs. 5000 and in multiples of Re.1/- thereafter,29-Sep-2009,,INF205K01NG5
Axis Asset Management Co. Ltd.,120389,Axis Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Axis Liquid Fund - Direct Plan - Growth Option,Retail  Rs.5000 Institutional  Rs. 1 Crore,08-Oct-2009,08-Oct-2009,INF846K01CX4
Axis Asset Management Co. Ltd.,120513,Axis Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Axis Treasury Advantage Fund - Direct Plan - Growth Option,Retail  Rs.5000 Institutional  Rs.1 Crore,08-Oct-2009,08-Oct-2009,INF846K01EN1
Axis Asset Management Co. Ltd.,120465,Axis Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Axis Large Cap Fund - Direct Plan - Growth,Rs. 5000 in multiples of Rs. 1 thereafter,11-Nov-2009,08-Dec-2009,INF846K01DP8
DSP Asset Managers Private Limited,119279,DSP World Mining Fund of Fund,Open Ended,Other Scheme - FoF Overseas,DSP World Mining Fund of Fund - Direct Plan - Growth,Rs. 100/- & any amount thereafter,23-Nov-2009,18-Dec-2009,INF740K01PF8
Franklin Templeton Asset Management (India) Private Limited,118554,Franklin India Income Opportunities Fund (no. of segregated portfolios- 2),Open Ended,Debt Scheme - Medium Duration Fund,Franklin India Income Opportunities Fund - Direct - Growth,5000,01-Dec-2009,,INF090I01JI9
Franklin Templeton Asset Management (India) Private Limited,147963,Franklin India Income Opportunities Fund (no. of segregated portfolios- 2),Open Ended,Debt Scheme - Medium Duration Fund,Franklin India Income Opportunities Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Growth Plan,5000,01-Dec-2009,,INF090I01TD9
Franklin Templeton Asset Management (India) Private Limited,147966,Franklin India Income Opportunities Fund (no. of segregated portfolios- 2),Open Ended,Debt Scheme - Medium Duration Fund,Franklin India Income Opportunities Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,5000,01-Dec-2009,,INF090I01TH0
Axis Asset Management Co. Ltd.,120503,Axis ELSS Tax Saver Fund,Open Ended,Equity Scheme - ELSS,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,Rs. 500 and in multiples of Rs. 500,17-Dec-2009,21-Dec-2009,INF846K01EW2
Bandhan AMC Limited,118486,BANDHAN Asset Allocation Fund of Fund-Conservative Plan,Open Ended,Other Scheme - FoF Domestic,BANDHAN Asset Allocation Fund Of Fund-Conservative Plan-Direct Plan-Growth,Rs.1000/- and any amount thereafter,04-Jan-2010,,INF194K016A9
Bandhan AMC Limited,118489,BANDHAN Asset Allocation Fund of Fund-Moderate Plan,Open Ended,Other Scheme - FoF Domestic,BANDHAN Asset Allocation Fund Of Fund-Moderate Plan-Direct Plan-Growth,Rs.1000/- and any amount thereafter,04-Jan-2010,,INF194K019A3
Bandhan AMC Limited,118485,BANDHAN Asset Allocation Fund of Fund-Aggressive Plan,Open Ended,Other Scheme - FoF Domestic,BANDHAN Asset Allocation Fund Of Fund-Aggressive Plan-Direct Plan-Growth,Rs.1000/- and any amount thereafter,04-Jan-2010,,INF194K012B6
ICICI Prudential Asset Management Company Limited,120256,ICICI Prudential Banking & PSU Debt Fund,Open Ended,Debt Scheme - Banking and PSU Fund,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,5000,28-Dec-2009,,INF109K010A6
Bandhan AMC Limited,118491,BANDHAN CONSERVATIVE HYBRID FUND,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,Rs. 1000/- and any amount thereafter,11-Jan-2010,,INF194K015B9
Axis Asset Management Co. Ltd.,120510,Axis Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,Axis Short Duration Fund - Direct Plan - Growth Option,Retail  Rs.5000 Institutional  Rs.1 Crore,19-Jan-2010,,INF846K01EI1
Bank of India Investment Managers Private Limited,119364,BANK OF INDIA MANUFACTURING & INFRASTRUCTURE FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,5000,20-Jan-2010,15-Feb-2010,INF761K01702
Navi AMC Limited,119164,Navi Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Navi Liquid Fund-Direct Plan-Growth Option,100,17-Feb-2010,18-Feb-2010,INF959L01GF1
Sundaram Asset Management Company Ltd,119635,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund),Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth,Rs. 5000/-,21-Jan-2010,,INF903J01OP6
Bandhan AMC Limited,118482,BANDHAN Nifty 50 Index Fund,Open Ended,Other Scheme - Index Funds,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,Rs. 1000/- and any amount thereafter,12-Apr-2010,,INF194K012A8
DSP Asset Managers Private Limited,119096,DSP Focused Fund,Open Ended,Equity Scheme - Focused Fund,DSP Focused Fund - Direct Plan - Growth,Rs. 1000/  and any amount thereafter,23-Apr-2010,,INF740K01OB0
SBI Funds Management Limited,119732,SBI PSU FUND,Open Ended,Equity Scheme - Sectoral/ Thematic,SBI PSU Fund - DIRECT PLAN - GROWTH,5000,17-May-2010,14-Jun-2010,INF200K01UY4
Axis Asset Management Co. Ltd.,120480,Axis Conservative Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Axis Conservative Hybrid Fund - Direct Plan - Growth Option,Rs.5000 and in multiples of  Re. 1/- thereafter,24-May-2010,,INF846K01EA8
Mirae Asset Investment Managers (India) Pvt. Ltd,118834,Mirae Asset Large & Midcap Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Mirae Asset Large & Midcap Fund - Direct Plan - Growth,Rs 5000/-,24-May-2010,22-Jun-2010,INF769K01BI1
Nippon Life India Asset Management Limited,118794,Nippon India Aggressive Hybrid Fund (Existing Number of Segregated Portfolios - 2),Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Aggressive Hybrid Fund  - Direct Plan Growth Plan,500,10-May-2005,,INF204K01B08
Nippon Life India Asset Management Limited,147689,Nippon India Aggressive Hybrid Fund (Existing Number of Segregated Portfolios - 2),Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Aggressive Hybrid Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,500,10-May-2005,,INF204KB16F3
Nippon Life India Asset Management Limited,148265,Nippon India Aggressive Hybrid Fund (Existing Number of Segregated Portfolios - 2),Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Nippon India Aggressive  Hybrid Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,500,10-May-2005,,INF204KB13T1
Nippon Life India Asset Management Limited,148261,Nippon India Credit Risk Fund (Existing Number of Segregated Portfolios - 1),Open Ended,Debt Scheme - Credit Risk Fund,Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,Rs. 500/- and in multiples of Re.1 thereafter,10-May-2005,,INF204KB14P7
Nippon Life India Asset Management Limited,148101,Nippon India Credit Risk Fund (Existing Number of Segregated Portfolios - 1),Open Ended,Debt Scheme - Credit Risk Fund,Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,Rs. 500/- and in multiples of Re.1 thereafter,10-May-2005,,INF204KB12L0
Nippon Life India Asset Management Limited,118780,Nippon India Credit Risk Fund (Existing Number of Segregated Portfolios - 1),Open Ended,Debt Scheme - Credit Risk Fund,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,Rs. 500/- and in multiples of Re.1 thereafter,10-May-2005,,INF204K01A74
Taurus Asset Management Company Limited,118881,Taurus Nifty 50 Index Fund,Open Ended,Other Scheme - Index Funds,Taurus Nifty 50 Index Fund - Direct Plan - Growth,Rs 500 and in mulitples of Re 1 thereafter,04-Jun-2010,10-Jun-2010,INF044D01CQ5
ICICI Prudential Asset Management Company Limited,120684,ICICI Prudential Nifty Next 50 Index Fund,Open Ended,Other Scheme - Index Funds,ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,Rs. 5000/- (plus in multiple of Re. 1/-),10-Jun-2010,,INF109K01Y80
Baroda BNP Paribas Asset Management India Private Limited,119400,Baroda BNP Paribas Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option,Rs. 5000/- and in multiple of Re.1/- thereafter,14-Jun-2010,24-Jun-2010,INF955L01BD5
HDFC Asset Management Company Limited,119016,HDFC Short Term Debt Fund,Open Ended,Debt Scheme - Short Duration Fund,HDFC Short Term  Debt Fund - Growth Option - Direct Plan,Rs. 5000,21-Jun-2010,24-Jun-2010,INF179K01YM7
Axis Asset Management Co. Ltd.,120524,Axis Multi Asset Allocation Fund,Open Ended,Hybrid Scheme - Multi Asset Allocation,Axis Multi Asset Allocation Fund - Direct Plan - Growth Option,Rs. 500 and in multiples of Re. 1/- thereafter,30-Jun-2010,,INF846K01EV4
HDFC Asset Management Company Limited,118987,HDFC Corporate Bond Fund,Open Ended,Debt Scheme - Corporate Bond Fund,HDFC Corporate Bond Fund - Growth Option - Direct Plan,5000,25-Jun-2010,,INF179K01XD8
UTI Asset Mgmt. Co. Ltd.,120762,UTI - Dynamic Bond Fund.,Open Ended,Debt Scheme - Dynamic Bond,UTI Dynamic Bond Fund - Direct Plan - Growth Option,10000,16-Jun-2010,23-Jun-2010,INF789F01XD4
Nippon Life India Asset Management Limited,118777,Nippon India Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,5000 and in multiples of Re.1/-,26-Aug-2010,,INF204K01J83
Nippon Life India Asset Management Limited,118778,Nippon India Small Cap Fund,Open Ended,Equity Scheme - Small Cap Fund,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,5000 and in multiples of Re.1/-,26-Aug-2010,,INF204K01K15
Canara Robeco Asset Management Company Limited,118269,Canara Robeco Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,Rs. 5000.00,28-Jun-2010,27-Jul-2010,INF760K01FR2
Nippon Life India Asset Management Limited,118785,Nippon India Index Fund - BSE Sensex Plan,Open Ended,Other Scheme - Index Funds,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,Rs.5000 and in multiples of Re.1/-,09-Sep-2010,,INF204K01K56
Nippon Life India Asset Management Limited,118791,Nippon India Index Fund - BSE Sensex Plan,Open Ended,Other Scheme - Index Funds,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,Rs.5000 and in multiples of Re.1/-,09-Sep-2010,,INF204K01K80
Nippon Life India Asset Management Limited,118741,Nippon India Index Fund - Nifty 50 Plan,Open Ended,Other Scheme - Index Funds,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,Rs.5000 and in multiples of Re.1/- therafter,09-Sep-2010,,INF204K01H36
Nippon Life India Asset Management Limited,118742,Nippon India Index Fund - Nifty 50 Plan,Open Ended,Other Scheme - Index Funds,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option,Rs.5000 and in multiples of Re.1/- therafter,09-Sep-2010,,INF204K01H02
Nippon Life India Asset Management Limited,118585,Nippon India Arbitrage Fund,Open Ended,Hybrid Scheme - Arbitrage Fund,Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,24-Sep-2010,,INF204K01XZ7
ICICI Prudential Asset Management Company Limited,120711,ICICI Prudential Credit Risk Fund,Open Ended,Debt Scheme - Credit Risk Fund,ICICI Prudential Credit Risk Fund - Direct Plan - Growth,10000,15-Nov-2010,,INF109K01V00
Invesco Asset Management (India) Private Limited,120541,Invesco India Ultra Short Duration Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,Invesco India Ultra Short Duration Fund - Direct Plan - Growth,Rs. 5000/- and in multiples of Re. 1 thereafter,13-Dec-2010,,INF205K01TH0
Kotak Mahindra Asset Management Company Limited.,120152,Kotak Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Kotak Large Cap  Fund - Growth - Direct,5000,22-Dec-1998,22-Dec-1998,INF174K01KW6
Bandhan AMC Limited,118469,BANDHAN Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,BANDHAN Infrastructure Fund-Direct Plan-Growth,Rs. 1000/- per application,07-Feb-2011,,INF194K01X46
Axis Asset Management Co. Ltd.,120505,Axis Midcap Fund,Open Ended,Equity Scheme - Mid Cap Fund,Axis Midcap Fund - Direct Plan - Growth,Rs. 5000 in multiples of Re 1/- thereafter,31-Jan-2011,14-Feb-2011,INF846K01EH3
Nippon Life India Asset Management Limited,118663,Nippon India Gold Savings Fund,Open Ended,Other Scheme - FoF Domestic,Nippon India Gold Savings Fund - Direct Plan Growth Plan - Growth Option,Rs. 5000 and in multiples of Re 1 thereafter.,14-Feb-2011,28-Feb-2011,INF204K01YC4
Kotak Mahindra Asset Management Company Limited.,119781,Kotak Gold Fund,Open Ended,Other Scheme - FoF Domestic,Kotak Gold Fund Growth - Direct,5000,04-Mar-2011,18-Mar-2011,INF174K01MP6
Kotak Mahindra Asset Management Company Limited.,120154,Kotak Debt Hybrid Fund,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Kotak Debt Hybrid - Growth - Direct,5000,02-Dec-2003,02-Dec-2003,INF174K01JZ1
Mirae Asset Investment Managers (India) Pvt. Ltd,118837,Mirae Asset Great Consumer Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Mirae Asset Great Consumer Fund - Direct Plan - Growth,5000,09-Mar-2011,23-Mar-2011,INF769K01BL5
Axis Asset Management Co. Ltd.,120451,Axis Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,Axis Dynamic Bond Fund - Direct Plan - Growth Option,1 crore,06-Apr-2011,20-Apr-2011,INF846K01DI3
Canara Robeco Asset Management Company Limited,118320,Canara Robeco Short Duration Fund,Open Ended,Debt Scheme - Short Duration Fund,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,Rs. 5000.00 and multiples of Re.1.00 thereafter,01-Apr-2011,15-Apr-2011,INF760K01DX5
ICICI Prudential Asset Management Company Limited,120676,ICICI Prudential Ultra Short term Fund,Open Ended,Debt Scheme - Ultra Short Duration Fund,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth,Cumulative Rs. 5000Dividend and AEP  Rs. 25000,14-Apr-2011,,INF109K01T04
HSBC Asset Management (India) Private Ltd.,120035,HSBC Brazil Fund,Open Ended,Other Scheme - FoF Overseas,HSBC Brazil Fund - Growth Direct,5000,15-Apr-2011,29-Apr-2011,INF336L01BY4
Quantum Asset Management Company Private Limited,115132,Quantum Gold Savings Fund,Open Ended,Other Scheme - FoF Domestic,Quantum Gold Savings Fund - Direct Plan Growth Option,500/- and multiples of Re. 1/- thereafter,28-Apr-2011,12-May-2011,INF082J01150
